I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,1a7
M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,1a7
I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,1a7
I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,1a7
I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,1a7
I,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,1a7
I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,1a7
I,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,1a7
I,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,1a7
I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,1a7
I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,1a7
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,1a7
I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,1a7
I,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,1a7
I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,1a7
I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,1a7
I,0.23,0.17,0.05,0.057,0.026,0.013,0.016,1a7
I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,1a7
I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,1a7
I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,1a7
I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,1a7
I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,1a7
M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,1a7
I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,1a7
M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,1a7
I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,1a7
I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,1a7
I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,1a7
I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,1a7
I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,1a7
I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,1a7
I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,1a7
I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,1a7
I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,1a7
I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,1a7
I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,1a7
I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,1a7
I,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,1a7
I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,1a7
I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,1a7
I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,1a7
I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,1a7
M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,1a7
I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,1a7
I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,1a7
I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,1a7
I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,1a7
I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,1a7
I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,1a7
I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,1a7
I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,1a7
I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,1a7
I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,1a7
I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,1a7
I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,1a7
I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,1a7
I,0.255,0.185,0.06,0.0925,0.039,0.021,0.025,1a7
M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,1a7
I,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,1a7
M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,1a7
I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,1a7
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,1a7
I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,1a7
M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,1a7
I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,1a7
I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,1a7
M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,1a7
I,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,1a7
I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,1a7
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,1a7
I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,1a7
M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,1a7
I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,1a7
I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,1a7
I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,1a7
I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,1a7
I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,1a7
I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,1a7
I,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8
M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,1a7
I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,1a7
I,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,1a7
M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,1a7
I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,1a7
M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,1a7
I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,1a7
I,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,1a7
I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,1a7
I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,1a7
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,1a7
I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,1a7
I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,1a7
M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,1a7
F,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,1a7
I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,1a7
I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,1a7
I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,1a7
I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,1a7
I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,1a7
I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,1a7
M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,1a7
I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,1a7
I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,1a7
I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,1a7
I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,1a7
I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,1a7
I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,1a7
M,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,1a7
I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,1a7
I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,1a7
I,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,1a7
I,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,1a7
I,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,1a7
I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,1a7
M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,1a7
I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,1a7
I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,1a7
M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,1a7
I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,1a7
I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,1a7
M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,1a7
I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,1a7
I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,1a7
I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,1a7
I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,1a7
I,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,1a7
I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,1a7
I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,1a7
M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,1a7
M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,1a7
I,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,1a7
I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,1a7
I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,1a7
I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,1a7
I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,1a7
I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,1a7
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8
F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,1a7
M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,1a7
I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,1a7
M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,1a7
I,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,1a7
I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,1a7
I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,1a7
M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,1a7
I,0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8
I,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8
I,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,1a7
I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,1a7
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,1a7
I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,1a7
M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
I,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,1a7
I,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,1a7
I,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,1a7
I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,1a7
I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,1a7
I,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,1a7
I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,1a7
I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,1a7
I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,1a7
I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,1a7
I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,1a7
M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,1a7
I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,1a7
I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,1a7
I,0.305,0.22,0.07,0.141,0.062,0.031,0.037,1a7
F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,1a7
I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,1a7
I,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,1a7
F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,1a7
I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,1a7
I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,1a7
M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,1a7
I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,1a7
I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,1a7
I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,1a7
I,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,1a7
M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,1a7
M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,1a7
M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,1a7
I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,1a7
I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,1a7
M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,1a7
I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,1a7
I,0.315,0.23,0,0.134,0.0575,0.0285,0.3505,1a7
I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,1a7
I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,1a7
I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,1a7
I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,1a7
I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,1a7
I,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,1a7
I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,1a7
I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,1a7
I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,1a7
I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,1a7
I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11
I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,1a7
I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,1a7
I,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,1a7
I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,1a7
I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,1a7
M,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11
I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,1a7
I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,12a13
I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,1a7
I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9
M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,1a7
I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,1a7
I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,1a7
I,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,1a7
I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,1a7
I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,1a7
I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,1a7
I,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,1a7
I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,1a7
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,1a7
I,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,1a7
I,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,1a7
I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,1a7
I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,1a7
I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,1a7
M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9
I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,1a7
I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,1a7
I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8
I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,1a7
I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,1a7
M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,1a7
M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,1a7
F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,1a7
I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,1a7
I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,1a7
M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,1a7
I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,1a7
I,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,1a7
I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,1a7
I,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,1a7
I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,1a7
I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,1a7
F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,1a7
I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,1a7
M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,1a7
M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
I,0.33,0.265,0.09,0.18,0.068,0.036,0.06,1a7
M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,1a7
I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,1a7
I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,1a7
M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,1a7
I,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,1a7
F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,1a7
